"","locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure"
"310","UTR090011","CITY OF LOGAN","NON-POTW",-111.83484,41.73642
"311","UTG170076","CITY OF LOGAN","NON-POTW",-111.85952,41.739643
"312","UTG640015","CITY OF MONTICELLO","NON-POTW",-109.343448,37.871216
"313","UTR090010","CITY OF NORTH SALT LAKE","NON-POTW",-111.921328,40.854028
"314","UTR090014","CITY OF OREM","NON-POTW",-111.730467,40.307149
"315","UT0020907","CITY OF RICHMMOND","POTW",-111.834111,41.924833
"316","UTR090068","CITY OF SARATOGA SPRINGS","NON-POTW",-111.93075,40.337583
"317","UTR000955","CITY OF SOUTH JORDAN PUBLIC WORKS FACILITY","NON-POTW",-111.93868,40.55124
"318","UTG580102","CITY OF ST. GEORGE USMP PERMIT","NON-POTW",-113.61701,37.04423
"319","UTR000867","CITY OPERATIONS COMPOUND","NON-POTW",-111.593839,40.160999
"320","UTR090055","CLEARFIELD CITY CORPORATION","NON-POTW",-112.02505,41.11263
"321","UTR001051","CLEARFIELD RECYCLING LLC","NON-POTW",-112.027808,41.08923
"322","UTR090054","CLINTON CITY CORPORATION","NON-POTW",-112.05485,41.14665
"323","UTR273267","CLIVE GRAVEL PIT","NON-POTW",-113.138,40.7326
"324","UTR001031","CLOSURE SYSTEMS INTERNATIONAL AMERICAS","NON-POTW",-112.02496,40.77934
"325","UTR358387","CLOVER SUBSTATION PROJECT","NON-POTW",-111.897167,39.789917
"326","UTR000639","CMC SOUTHERN POST","NON-POTW",-112.031114,41.522405
"327","UT0025992","COAL HOLLOW MINE","NON-POTW",-112.473722,37.421861
"328","UT0025976","COALVILLE CITY CORPORATION WASTEWATER TREATMENT FACILITY","POTW",-111.4025,40.886944
"329","UTR365271","COALVILLE WASTEWATER TREATMENT PLANT","NON-POTW",-111.39877,40.91674
"330","UTG130020","COLD SPRINGS TROUT FARM","NON-POTW",-111.94747,41.300209
"331","UTR000787","COLORADO-DENVER DELIVERY, INC","NON-POTW",-111.93901,40.74711
"332","UTR000317","COLT TRUCKING COMPANY","NON-POTW",-111.93901,40.7471
"333","UTR001017","COLTON LIMESTONE MINE","NON-POTW",-111.909213,40.335368
"334","UTR385929","COMFORT INN AND SUITES","NON-POTW",-113.399954,37.144878
"335","UTR358667","COMFORT INN SUITES","NON-POTW",-112.301755,40.601868
"336","UTR367461","COMFORT SUITES","NON-POTW",-109.55085,38.57911
"337","UTG640016","COMMUNITY WATER COMPANY","NON-POTW",-111.552704,40.686986
"338","UT0000647","COMPASS MINERALS CORPORATION","NON-POTW",-112.22377,41.27017
"339","UTR262057","CONROCK RECYCLING INC","NON-POTW",-112.02538,41.24216
"340","UTR266633","CONSOLIDATIED CONTAINER COMPANY-CLEARFIELD","NON-POTW",-112.018137,41.089108
"341","UTR000586","CONSTAR / CROWN CORK AND SEAL","NON-POTW",-112.02496,40.77934
"342","UTR000337","CONTECH","NON-POTW",-111.917465,40.788889
"343","UTR001018","CONTECH CONSTRUCTION PRODUCTS, INC","NON-POTW",-112.013224,41.212888
"344","UTR273575","CONTINENTAL STEEL CORP","NON-POTW",-112.0632,40.721039
"345","UTR000713","CONTRACT ENVIONMENTAL SERVICES","NON-POTW",-109.096499,37.396383
"346","UTR000850","CONTROL TECHNIQUES, SLC DRIVE CENTER","NON-POTW",-111.89356,40.5012
"347","UTG070573","CONWAY CABIN ADDITION","NON-POTW",-111.58283,40.6023
"348","UTR259633","COPPER HILLS CONSTRUCTORS","NON-POTW",-112.04857,40.63855
"349","UT0020931","CORINNE - CITY OF","POTW",-112.11103,41.54996
"350","UTR000274","CORRAINE PRESS","NON-POTW",-111.94648,40.73779
"351","UTR387743","COSTELLO ESTATES","NON-POTW",-111.919871,40.65612
"352","UTR373039","COTTAGES AT HOLLADAY","NON-POTW",-111.84271,40.67884
"353","UTR000611","COTTONWOOD FACILITY","NON-POTW",-111.79622,40.62496
"354","UTR377305","COTTONWOOD HOLLOW ROAD IMPROVEMENTS PROJECTS","NON-POTW",-113.287693,37.188224
"355","UTR359393","COTTONWOOD NEWPARK BUILDING THREE","NON-POTW",-111.53758,40.72321
"356","UTR373743","COURTHOUSE WASH SUBDIVISION","NON-POTW",-111.874,40.75814
"357","UT0025828","COURTHOUSE WASH WATER LLC","NON-POTW",-109.5797,38.60564
"358","UTR105718","COURTYARDS AT QUARRY VILLAGE","NON-POTW",-111.573435,40.745613
"359","UTR010517","COVE PIT","NON-POTW",-111.803056,41.954444
"360","UTR266475","COWBOY ASPHALT TERMINAL","NON-POTW",-111.929713,40.861682
"361","UTR000189","COWBOY OIL","NON-POTW",-111.929713,40.861682
"362","UTR000224","CP INDUSTRIES","NON-POTW",-111.90499,40.78154
"363","UTR303203","CR HAMILTON SPORTS PARK","NON-POTW",-111.97677,40.50053
"364","UT0024368","CRANDALL CANYON MINE","NON-POTW",-111.167147,39.460516
"365","UTR36707C","CRESENT STATE","NON-POTW",-109.824167,38.902778
"366","UTR001060","CRETE CARRIER CORPORATION/AMS","NON-POTW",-111.92614,40.86162
"367","UTR377691","CRIMSON HIGH SCHOOL","NON-POTW",-113.486747,37.110988
"368","UTR375235","CRIMSON MIDDLE SCHOOL","NON-POTW",-113.486747,37.110988
"369","UTG790058","CROSSING AT SOUTH SALT LAKE","NON-POTW",-111.888889,40.723056
"370","UTR000378","CROWN PLATING CO, INC","NON-POTW",-111.9154,40.76888
"371","UTR000585","CROWS NEST PIT","NON-POTW",-109.544857,37.300994
"372","UTR357627","CRYSTAL SPRINGS","NON-POTW",-111.62044,40.15837
"373","UTR349563","CRYSTAL SPRINGS","NON-POTW",-111.62459,40.15751
"374","UTR339985","CRYSTAL SPRINGS","NON-POTW",-111.62044,40.15837
"375","UTR358860","CRYSTAL SPRINGS","NON-POTW",-111.62459,40.15751
"376","UTR340661","CRYSTAL SPRINGS","NON-POTW",-111.62459,40.15751
"377","UTR345361","CRYSTAL SPRINGS","NON-POTW",-111.62459,40.15751
"378","UTR312402","CRYSTAL SPRINGS SUBDIVISION","NON-POTW",-111.67107,40.22484
"379","UTR357799","CRYSTAL SPRINGS SUBDIVISION","NON-POTW",-111.67107,40.22484
"380","UTR358369","CRYSTAL SPRINGS SUBDIVISION","NON-POTW",-111.62459,40.15751
"381","UTR378061","CUBES SELF STORAGE","NON-POTW",-111.896685,40.991944
"382","UTR000738","CULLIGAN WATER CONDITIONING","NON-POTW",-111.906972,40.711028
"383","UTR000744","CURRANT CREEK POWER PLANT","NON-POTW",-111.894659,39.821898
"384","UTR000845","CUSTOM INDUSTRIES INC.","NON-POTW",-112.019112,40.575548
"385","UTG070845","CUWCD WELL 13","NON-POTW",-111.72009,40.28628
"386","UTR365783","CVS/PHARMACY","NON-POTW",-111.966584,40.696717
"387","UTG071019","CWP VINEYARD WELLFIELD COLLECTOR PIPELINE","NON-POTW",-111.706765,40.294383
"388","UTR000314","CYTOZYME LABORATORIES INC","NON-POTW",-111.91121,40.7664
"389","UTR000879","D & D EQUIPMENT & SUPPLY, INC.","NON-POTW",-110.85975,39.672194
"390","UTR000762","D&S FABRICATION & MACHINE","NON-POTW",-111.90848,40.75413
"391","UTR000287","D&S FABRICATION & MACHINE","NON-POTW",-111.90848,40.75413
"392","UTG170078","DAGGETT COUNTY MOSQUITO ABATEMENT DISTRICT","NON-POTW",-109.180405,40.886072
"393","UTG170068","DAGGETT COUNTY WEED & PEST","NON-POTW",-109.74631,40.97568
"394","UTR000706","DAILY'S PREMIUM MEATS","NON-POTW",-111.905,40.698889
"395","UTR263863","DAIRY FARMERS OF AMERICA","NON-POTW",-111.887185,41.847771
"396","UTR000980","DAIRY FARMERS OF AMERICA INC","NON-POTW",-111.96773,40.74483
"397","UTR000403","DAL SOGLIO INC","NON-POTW",-111.911668,40.615936
"398","UTR263387","DALE T. SMITH & SONS MEAT PACKING CO.","NON-POTW",-111.89179,40.52427
"399","UTR260661","DANEROS MINE","NON-POTW",-110.193056,37.598333
"400","UTR000371","DARRYL B. TAYLOR TRANSPORTATION","NON-POTW",-109.989543,40.299427
"401","UTR000372","DARRYL B. TAYLOR TRANSPORTATION","NON-POTW",-109.989543,40.299427
"402","UTR265721","DATS TRUCKING   HURRICANE","NON-POTW",-113.434924,37.16276
"403","UTR000794","DATS TRUCKING INC,","NON-POTW",-111.97042,40.7584
"404","UTG170087","DAVID SHEPPARD","NON-POTW",-88.070512,42.350167
"405","UTG170055","DAVIS & WEBER COUNTIES CANAL","NON-POTW",-112.028762,41.132571
"406","UTR090003","DAVIS COUNTY COMMISSION","NON-POTW",-111.924732,41.010492
"407","UTR000795","DAVIS ENERGY RECOVERY FACILITY","NON-POTW",-111.974532,41.075112
"408","UTR360815","DAVIS HIGH SCHOOL FIELD & TRACK","NON-POTW",-111.93471,41.030045
"409","UTG640010","DAVIS NORTH WATER TREATMENT PL","NON-POTW",-111.91264,41.10827
"410","UTG640011","DAVIS SOUTH WTR TREATMNT PLANT","NON-POTW",-111.874671,40.875646
"411","UTR266107","DAYBREAK CRUSHER","NON-POTW",-112.0226,40.55957
"412","UTR000062","DAYTON-OGDEN CORP","NON-POTW",-111.98088,41.21451
"413","UTR386661","DCSD DISTRICT OFFICE & ATHLETIC FACILITY REMODEL","NON-POTW",-110.009442,40.302079
"414","UTR000843","DD AUTO SALVAGE","NON-POTW",-111.877033,41.735792
"415","UTR271079","DELSCO SHOP-SAVAGE SERVICE","NON-POTW",-110.034444,40.2725
"416","UTR377891","DELTA CITY FIRE STATION","NON-POTW",-112.576976,39.352426
"417","UTG080104","DELTA EGG FARM, LLC","NON-POTW",-112.3827,39.2847
"418","UTR010502","DEMATIC CORPORATION","NON-POTW",-112.01548,40.76332
"419","UTR000175","DESERET CHEMICAL DEPOT","FEDERAL",-112.345226,40.299945
"420","UTR374213","DESERET INDUSTRIES","NON-POTW",-113.085355,37.65229
"421","UTR000453","DESERET TRANSPORTATION","NON-POTW",-111.945539,40.734838
"422","UTR000745","DESERT SIENA QUARRY","NON-POTW",-111.058502,39.030808
"423","UTR361631","DESIGN BUILD STIRLING SOLAR ARRAY","FEDERAL",-112.47695,40.54953
"424","UTR000661","DETROIT DIESEL MTU REMANUFACTURING","NON-POTW",-112.34183,40.53712
"425","UTR267305","DETROIT DIESEL REMANUFACTURING","NON-POTW",-112.34183,40.53712
"426","UTR001401","DIAMOND K. GYPSUM, INC. CHALK HILLS QUARRY","NON-POTW",-110.772941,39.148307
"427","UTR000600","DIAMOND MOUNTAIN RESOURCES LIMESTONE MINE","NON-POTW",-109.440692,40.724681
"428","UTR000157","DITTO DECONTAMINATION PAD","NON-POTW",-112.925804,40.17772
"429","UTR001010","DIXIE AUTO SALVAGE INC","NON-POTW",-113.47798,37.11433
"430","UTR358109","DIXIE CONVENTION CENTER","NON-POTW",-113.58352,37.07551
"431","UTR263069","DIXIE METAL RECYCLING","NON-POTW",-113.55093,37.03397
"432","UTG170079","DIXIE NATIONAL FOREST","FEDERAL",-113.05731,37.70999
"433","UTR383827","DIXIE SPRINGS TANK","NON-POTW",-113.399954,37.144878
"434","UTR000206","DOWELL - SCHLUMBERGER","NON-POTW",-109.50583,40.45601
"435","UTR258361","DRAGON PROVO PLANT","NON-POTW",-111.64893,40.22567
"436","UTG640013","DRAPER IRRIGATION DRINKING","NON-POTW",-111.872567,40.511549
"437","UTR000409","DRAPER SAND AND GRAVEL","NON-POTW",-111.92077,40.487061
"438","UTG070846","DRMC CAMPUS CONSOLIDATION","NON-POTW",-113.55331,37.099846
"439","UTG790028","DRY CANYON COMPRESSOR STATION","NON-POTW",-110.172954,39.781906
"440","UTG070817","DSD HIGH SCHOOL #10","NON-POTW",-111.901524,40.96634
"441","UT0020095","DUCHESNE CITY WWTP","POTW",-110.40147,40.161598
"442","UTR000137","DUCHESNE COUNTY LANDFILL","NON-POTW",-110.384045,40.283288
"443","UTG170009","DUCHESNE COUNTY MOSQUITO","NON-POTW",-109.969528,40.273183
"444","UTR000649","DUCHESNE COUNTY ROAD MAINTENANCE FACILITY","NON-POTW",-110.38496,40.16352
"445","UTG170043","DUCHESNE COUNTY WEED DEPARTMENT","NON-POTW",-109.99032,40.29675
"446","UTR000883","DUCHESNE OIL FIELD","NON-POTW",-110.327599,40.10146
"447","UT0025801","DUCHESNE VALLEY WATER TREATMENT PLANT","NON-POTW",-110.436111,40.193333
"448","UTR346811","DUCK CREEK DEVELOPMENT","NON-POTW",-111.62629,40.163977
"449","UTR309102","DUCK CREEK DEVELOPMENT","NON-POTW",-111.62629,40.163977
"450","UTR001050","DUNCAN AVIATION","NON-POTW",-111.71855,40.21965
"451","UTR000925","DURBANO METALS","NON-POTW",-111.983857,41.212131
"452","UTG640014","DUTCH JOHN WATER TREAT PLANT","FEDERAL",-109.424303,40.908293
"453","UTR000163","E SYSTEMS INC. MONTEK DIV","NON-POTW",-111.96924,40.72135
"454","UTR000009","E.R. CARPENTER CO. INC.","NON-POTW",-112.027444,41.093276
"455","UTR000024","E.T. TECHNOLOGIES, INC.","NON-POTW",-111.931046,40.641551
"456","UTR090062","EAGLE MOUNTAIN CITY","NON-POTW",-111.973833,40.345667
"457","UTG640048","EAGLE MOUNTAIN CITY ","NON-POTW",-111.973833,40.345667
"458","UTL026093","EAGLE MOUNTAIN WWTP","NON-POTW",-111.99935,40.35472
"459","UTR000540","EAGLE PACIFIC INDUSTRIES","NON-POTW",-111.99727,40.601391
"460","UTR000119","EAST CARBON DEVELOPMENT CORPORATION","NON-POTW",-110.47275,39.535546
"461","UTG640012","EAST CARBON WATER TREAT PLANT","NON-POTW",-110.347211,39.614066
"462","UTR280341","EAST ESCALANTE GRAVEL SIT","NON-POTW",-111.604792,37.770429
"463","UTR000149","EASTON TECHNICAL PRODUCTS","NON-POTW",-112.01149,40.78135
"464","UTR000194","ECDC ENVIRONMENTAL","NON-POTW",-110.47275,39.535546
"465","UTR265899","ECS INTERMOUNTAIN WEST REGIONAL HEADQUARTERS","NON-POTW",-112.414593,40.362282
"466","UTR000298","EDCWARD T HAYES TRANSPORTING INC","NON-POTW",-111.9137,40.80032
"467","UTR266681","EDGE EXCAVATION INC","NON-POTW",-111.857149,41.772747
"468","UTR262341","EDO WESTERN CORPORATION","NON-POTW",-111.8997,40.71342
"469","UTR090070","ELK RIDGE","NON-POTW",-111.68065,40.01467
"470","UTR000973","ELSINORE FACILITY","NON-POTW",-112.167149,38.657471
"471","UTR265403","EMERALD SERVICES, INC.","NON-POTW",-111.91352,40.71752
"472","UTG170005","EMERY COUNTY WEED & MOSQUITO ABATEMENT DISTRICT","NON-POTW",-111.01847,39.2117
"473","UTG640030","EMERY WTP","NON-POTW",-111.151837,39.270245
"474","UTR360555","EMPIRE AVE ROAD RECONSTRUCTION","NON-POTW",-111.505969,40.652588
"475","UT0023922","ENERGY FUEL RESOURCES (USA) INC. - RIM MINE","NON-POTW",-109.20513,38.064161
"476","UT0025712","ENERGY FUEL RESOURCES (USA) INC.-ENERGY QUEEN MINE","NON-POTW",-109.309001,38.312487
"477","UTR261217","ENERGY MANAGEMENT CORPORATION","NON-POTW",-111.90587,40.75414
"478","NN0020133","ENGLISH LEASE, BOUNDARY BUTTE","NON-POTW",-109.500685,37.041677
"479","UT0025283","ENSIGN BICKFORD - HOBBLE CREEK","NON-POTW",-111.591584,40.084976
"480","UTR386051","ENTERPRISE CITY PARK","NON-POTW",-113.721603,37.573586
"481","UTR261277","ENVIRONMENTAL MATERIALS DBA ENVIRONMENTAL STONEWORKS","NON-POTW",-113.517966,37.116794
"482","UTR000061","ENVIROTECH MOLDED PRODUCTS, INCORPORATED","NON-POTW",-111.92153,40.771425
"483","UT0025984","EPHRAIM CITY","POTW",-111.58714,39.3597
"484","UTR368819","EPHRAIM CITY WASTEWATER IMPROVEMENTS","NON-POTW",-111.6172,39.3745
"485","UTR000830","ERDA ASPHALT PLANT","NON-POTW",-112.291536,40.628951
"486","UTR000893","ERGON ASPHALT & EMULSIONS INC","NON-POTW",-111.907057,40.87471
"487","UTR000894","ERGON ASPHALT AND EMULSIONS INC","NON-POTW",-111.91427,40.86161
"488","UTR382551","ESCAPES","NON-POTW",-113.609832,37.114613
"489","UT0024601","EUREKA CITY CORPORATION","POTW",-112.148014,39.941336
"490","UTG790064","EXPRESS STOP AKA SMOKE LAND","NON-POTW",-111.91686,40.73318
"491","UTR000121","EXXON CHEMICAL CO","NON-POTW",-112.021646,41.098053
"492","UTR000423","FAIRCHILD SEMICONDUCTOR","NON-POTW",-111.96951,40.58775
"493","UTR387473","FAIRFIELD INN & SUITES ","NON-POTW",-113.17413,37.19827
"494","UT0025542","FAIRVIEW CITY","POTW",-111.44799,39.606345
"495","UTL025542","FAIRVIEW CITY","NON-POTW",-111.44799,39.606345
"496","UTR090006","FARMINGTON CITY","NON-POTW",-111.88755,40.98274
"497","UTR369573","FARMINGTON HOLLOW","NON-POTW",-111.905953,40.98619
"498","UTG070838","FARMINGTON PARK","NON-POTW",-111.909763,40.968319
"499","UTR374927","FARMINGTON PARK SUBDIVISION PHASE III","NON-POTW",-111.907762,40.968457
"500","UTR001054","FARMLAND FOODS CASE READY","NON-POTW",-111.95802,40.74164
"501","UTR090021","FARR WEST CITY CORP","NON-POTW",-112.041303,41.290387
"502","UTR107357","FASHION POINTE RETAIL CENTER","NON-POTW",-111.937996,41.154944
"503","UTR267469","FBAC","NON-POTW",-111.85965,41.73563
"504","UTR271123","FBAC","NON-POTW",-111.893567,40.575576
"505","UTR000534","FEDERAL EXPRESS - SLCRT","NON-POTW",-111.96185,40.74034
"506","UTR000498","FEDERAL EXPRESS CORPORATION","NON-POTW",-111.89451,40.66184
"507","UTR000499","FEDERAL EXPRESS CORPORATION","NON-POTW",-112.01481,41.178
"508","UTR000500","FEDERAL EXPRESS CORPORATION","NON-POTW",-111.72405,40.29826
"509","UTR272521","FEDEX EXPRESS SLCR","NON-POTW",-111.984282,40.803839
"510","UTR000779","FEDEX FREIGHT INC. NSL","NON-POTW",-112.025,40.78556
"511","UTR000809","FEDEX FREIGHT WEST","NON-POTW",-113.55653,37.11622
"512","UTR000427","FEDEX GROUND","NON-POTW",-111.92057,40.85662
"513","UTR000811","FEDEX GROUND","NON-POTW",-111.870935,38.936742
"514","UTR375789","FEDEX GROUND NAPLES","NON-POTW",-109.506912,40.441332
"515","UTR356611","FEEDER LINE 25 REPLACEMENT PROJECT","NON-POTW",-111.845212,40.399002
"516","UTR360811","FEEDER LINE 50 REPLACMENT","NON-POTW",-111.539812,41.060643
"517","UTR375905","FEEDER LINE 89 PIPELINE REPLACEMENT","NON-POTW",-111.878644,40.711421
"518","UTG070888","FEEDERLINE 122","NON-POTW",-111.926891,40.841907
"519","UTG070969","FEEDERLINE 54","NON-POTW",-111.485783,40.668377
"520","UT0020052","FERRON - CITY OF","POTW",-111.168053,39.098942
"521","UTR281667","FERRON PIT","NON-POTW",-111.128797,39.095093
"522","UTG640039","FERRON WATER TREATMENT PLANT","NON-POTW",-111.020524,39.20997
"523","UTR270197","FIELD-WIDE SWPPP, UINTAH COUNTY, UT","NON-POTW",-109.664239,40.148098
"524","UTR000702","FILLMORE CITY LANDFILL","NON-POTW",-112.304104,38.979131
"525","UTR357913","FIRECLAY APARTMENTS PHASE 1","NON-POTW",-111.894621,40.677996
"526","UTR000330","FIRESTONE BUILDING PRODUCTS","NON-POTW",-111.980216,40.71464
"527","UTR000461","FIREWORKS WEST INTERNATIONALE","NON-POTW",-111.9116,41.74833
"528","UTG130021","FISHERIES EXPERIMENT STATION","NON-POTW",-111.86983,41.7358
"529","UTG170081","FISHLAKE NATIONAL FOREST","FEDERAL",-112.083212,38.78082
"530","UTR265909","FITZGERALD GRAVEL PIT","NON-POTW",-110.071667,40.175833
"531","UTG070844","FL 125 17TH STREET REPLACEMENT","NON-POTW",-111.99515,41.236636
"532","UTG070852","FL26 LINDON MAINTENANCE","NON-POTW",-111.763067,40.331839
"533","UTG070890","FL71 REPLAIR LA VERKIN","NON-POTW",-113.276275,37.219219
"534","UT0024422","FLOWSERVE,INC. VALTEK","NON-POTW",-111.63096,40.18577
"535","UTG790053","FOOD RANCH","NON-POTW",-111.04675,39.23058
"536","UTR369661","FOOTHILL ASSISTED LIVING FACILITY","NON-POTW",-111.8111,40.72053
"537","UTR388167","FOOTHILL E","NON-POTW",-111.697958,39.93319
"538","UTR387631","FOOTHILL VILLAGE","NON-POTW",-111.697958,39.93319
"539","UTR381237","FORMER MAYFLOWER TAILING PONDS","NON-POTW",-111.38337,40.493486
"540","UTG589401","FORT DUCHESNE WASTEWATER TREATMENT FACILITY","POTW",-109.850701,40.26246
"541","UTR000868","FORT PEARCE FACILITY","NON-POTW",-113.54217,37.0376
"542","UTR000884","FORT PEARCE SOUTH PIT FACILITY","NON-POTW",-113.515833,37.010278
"543","UTR000785","FORTERRA STRUCTURAL PRECAST","NON-POTW",-112.034918,40.653085
"544","UT0023728","FOSSIL ROCK RESOURCES, LLC-FOSSIL ROCK MINE","NON-POTW",-111.121667,39.295278
"545","UTR377585","FOUNDERS POINT","NON-POTW",-111.9124,40.6123
"546","UTG070843","FOURTH DISTRICT COURTHOUSE","NON-POTW",-111.663059,40.235719
"547","UTR368913","FOX POINTE","NON-POTW",-111.463743,40.506112
"548","UTR262293","FRANCIS PIT","NON-POTW",-111.280625,40.60228
"549","UTR301552","FREEDOM VISTA","NON-POTW",-111.55783,40.13044
"550","UTR353161","FREEDOM VISTA","NON-POTW",-111.55783,40.13044
"551","UTR001048","FREEPORT CENTER MAINTENANCE FACILITY","NON-POTW",-112.032628,41.09981
"552","UTR383585","FREMONT AT SNOW CANYON","NON-POTW",-113.68188,37.1683
"553","UT0023752","FRESENIUS MEDICAL CARE","NON-POTW",-111.98827,41.24235
"554","UTR000305","FRITO LAY","NON-POTW",-112.03979,40.66754
"555","UTR090008","FRUIT HEIGHTS CITY CORP","NON-POTW",-111.9068,41.0204
"556","UTR263035","FUR BREEDERS AGRICULTURAL COOPERATIVE","NON-POTW",-111.85921,41.73562
"557","UTR000176","FUTURA INDUSTRIES CORPORATION","NON-POTW",-112.03189,41.10335
"558","UTR265931","G S HARRIS COMPANY INC","NON-POTW",-112.005548,41.214444
"559","UTR000231","G.I. TRUCKING","NON-POTW",-111.953505,40.830579
"560","UTR000254","GANS INK & SUPPLY CO","NON-POTW",-111.943206,40.72134
"561","UTR382086","GARDEN HILL SUBDIVISION & OGDEN 4","NON-POTW",-111.966111,41.226944
"562","UTR000755","GARFIELD COUNTY DEAD ANIMAL PIT","NON-POTW",-112.392984,37.872756
"563","UTR376069","GARLAND CITY WASTEWATER COLLECTION SYSTEM IMPROVEMENTS","NON-POTW",-112.214557,41.797898
"564","UTG071013","GARRETSON HOME","NON-POTW",-111.49902,40.64637
"565","UTR385727","GATEWAY PARK FLEX OFFICE BUILDINGS 1 AND 2","NON-POTW",-111.989628,40.366714
"566","UTR274427","GCP APPLIED TECHNOLOGIES, INC. CLEARFIELD","NON-POTW",-112.04,41.1025
"567","UTR282483","GENEVA PIPE COMPANY-OREM","NON-POTW",-111.728168,40.302509
"568","UTR268053","GENEVA ROCK PRODUCTS","NON-POTW",-111.732335,40.304531
"569","UTR273213","GENEVA ROCK PRODUCTS","NON-POTW",-111.75394,41.113053
"570","UTR000424","GENEVA ROCK PRODUCTS INC","NON-POTW",-111.732976,40.304145
"571","UTR274033","GENEVA ROCK PRODUCTS PERRY","NON-POTW",-112.03403,41.45545
"572","UTR267793","GENEVA ROCK PRODUCTS-HELPER","NON-POTW",-110.880822,39.653424
"573","UTR267787","GENEVA ROCK PRODUCTS-HELPER","NON-POTW",-110.880822,39.653424
"574","UTR000592","GENPAK LLC","NON-POTW",-113.106142,37.684996
"575","UTR000913","GEORGE R WAHLEN DEPT OF VETERANS AFFAIRS MEDICAL CTR","FEDERAL",-111.83855,40.75832
"576","UTR000717","GEORGIA PACIFIC SIGURD GYPSUM","NON-POTW",-111.96734,38.835045
"577","UTR274381","GERDAU REINFORCING STEEL","NON-POTW",-111.74163,40.33793
"578","UTR265841","GIBBS ALLEN PIT","NON-POTW",-112.167449,41.90532
"579","UTR266739","GINES FAMILY TRUST","NON-POTW",-110.705073,40.349395
"580","UTG170072","GLEN CANYON NRA, RAINBOW BRIDGE NM","FEDERAL",-111.47506,36.9215
"581","UTR345311","GLEN HAVEN LOT 36","NON-POTW",-111.62153,40.17152
"582","UTR273053","GLEN WOOD GRAVEL PIT","NON-POTW",-112.062222,40.626389
"583","UTR375389","GLENMORE VILLAGE","NON-POTW",-111.879046,40.632498
"584","UTR273029","GLOBAL COATINGS","NON-POTW",-111.74388,40.35518
"585","UTR000288","GOLD CROSS AMBULANCE","NON-POTW",-111.93901,40.75291
"586","UTR000799","GOLDEN EMPIRE MANUFACTURING","NON-POTW",-112.05293,41.53087
"587","UTR000856","GOMEX FACILITY","NON-POTW",-111.584167,40.074444
"588","NN0025178","GOULDINGS LODGE","NON-POTW",-110.203611,37.016944
"589","UTR000849","GRAHAM PACKAGING COMPANY L.P.","FEDERAL",-111.999151,41.268723
"590","UTR310053","GRAND COUNTY HS VOCATIONAL BUILDING","NON-POTW",-109.542863,38.563939
"591","UTG170003","GRAND COUNTY WEED DEPARTMENT","NON-POTW",-109.53099,38.56503
"592","UTG070581","GRAND ENTERPRISES LLC","NON-POTW",-111.99127,41.0677
"593","UTG580063","GRAND WATER & SEWER SERVICE AGENCY","POTW",-109.492238,38.535175
"594","UTR001026","GRANITE CONSTRUCTION-PRECISION FACILITY","NON-POTW",-112.257175,41.598819
"595","UTR373877","GRANITE RIDGE","NON-POTW",-112.0323,41.3966
"596","UTR103525","GRANITE SCHOOL DIST","NON-POTW",-111.85532,40.69343
"597","UT0021130","GRANTSVILLE CITY","POTW",-112.448031,40.620769
"598","UTR378487","GRANTSVILLE JUSTICE CENTER","NON-POTW",-112.446895,40.60103
"599","UTR362929","GRANTSVILLE PARK N RIDE","NON-POTW",-112.475206,40.59996
"600","UTR262333","GRANTSVILLE PLANT","NON-POTW",-112.583333,40.7
"601","UTR258219","GRANTSVILLE WEST INDUSTRIAL PARK","NON-POTW",-112.90588,40.758285
"602","UTR301103","GRASSLANDS C. THE GRASSLANDS CONDOS","NON-POTW",-111.62093,40.1699
"603","UTR305053","GRASSLANDS PHASE B","NON-POTW",-111.6229,40.17004
"604","UTR357621","GRASSLANDS PHASE B","NON-POTW",-111.6229,40.17004
"605","UTR000168","GRAYMONT W US INC CRICKET MTN","NON-POTW",-112.816647,38.938951
"606","UTR000399","GREA WESTERN CHEMICAL CO.","NON-POTW",-111.952935,40.745883
"607","UTR262385","GREAT SALT LAKE LAKESIDE QUARRY","NON-POTW",-112.8615,41.2215
"608","UTR270061","GREEN RIVER HATFIELD PIT","NON-POTW",-110.13194,38.99472
"609","UTR001040","GREEN RIVER HATFIELD PIT","NON-POTW",-110.13194,38.99472
"610","UTR000196","GREEN RIVER MUNICIPAL AIRPORT","NON-POTW",-110.228056,38.965639
"611","UT0025771","GREEN RIVER WASTEWATER TREATMENT FACILITY","POTW",-110.151279,38.979973
"612","UTG640017","GREEN RIVER, CITY OF","NON-POTW",-110.162276,38.995583
"613","UTR316307","GREEN SPRINGS","NON-POTW",-111.629027,40.11233
"614","UTR000756","GREENFIBER SALT LAKE CITY INC","NON-POTW",-111.97713,40.70472
"615","UTR371715","GREENWOOD VILLAGE AND PARKVIEW TOWNHOMES","NON-POTW",-112.014596,40.510995
"616","UTR000430","GREYHOUND LINES, INC","NON-POTW",-111.896881,40.76939
"617","UTR000658","GREYHOUND LINES, INC","NON-POTW",-111.896881,40.76939
"618","UTR000445","GREYHOUND LINES, INC","NON-POTW",-111.896881,40.76939
"619","UTR001052","GREYHOUND LINES, INC #850180","NON-POTW",-111.90811,40.76227
