"locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure","AU_NAME","ASSESS_ID","AU_DESCRIP","AU_Type","priority"
"UTRL00168","2378 E. WASHINGTON DAM ROAD","NON-POTW",-113.468695,37.116674,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTG070803","2400 SOUTH 4800 WEST ROADWAY EXTENSION","NON-POTW",-112.022483,40.718342,NA,NA,NA,NA,"N"
"UTRH01394","2409 PRESERVE DR","NON-POTW",-111.5443,40.7695,"East Canyon Creek-2","UT16020102-026_01","East Canyon Creek and tributaries from East Canyon Reservoir to headwaters, except Murnin Creek and Toll Canyon","River/Stream","N"
"UTRL00199","2420 SOUTH 1400 EAST","NON-POTW",-113.55651,37.06717,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRL00153","2434 E WASHINGTON DAM ROAD","NON-POTW",-113.467729,37.11675,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00170","2434 E WASHINGTON RD","NON-POTW",-113.467729,37.11675,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02731","245 NORTH BRIDGE ESTATES","NON-POTW",-113.53531,37.15315,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00151","2464 NORTH THREE FALLS DRIVE","NON-POTW",-111.77733,40.486694,NA,NA,NA,NA,"N"
"UTRH02060","25 RUSTED HILLS","NON-POTW",-113.5023,37.2303,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH00815","25 WHITTIER","NON-POTW",-111.7677,41.118,"Weber River-4","UT16020102-020_00","Weber River from Cottonwood Creek confluence to Stoddard Diversion","River/Stream","N"
"UTR391327","250 NORTH CDBG RECONSTRUCTION FROM SR-126 TO 300 NORTH","NON-POTW",-112.02606,41.11686,NA,NA,NA,NA,"N"
"UTRL00220","2500 NORTH AIRPORT ROAD 1000 W TO 2400 W","NON-POTW",-111.85256,41.77798,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRL00139","2500 PEPPERWOOD DRIVE","NON-POTW",-111.81857,40.55015,NA,NA,NA,NA,"N"
"UTRH01784","2503 N 2300 E","NON-POTW",-111.777507,41.777317,"Hopkins Slough","UT16010202-003_00","Hopkins Slough from confluence with Bear River to headwaters","Slough","N"
"UTRL00015","2508 E WASHINGTON DAM RD","NON-POTW",-113.466221,37.116722,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH97843","252 NOC","NON-POTW",-111.954902,41.328129,NA,NA,NA,NA,"N"
"UTRH03071","254 WEST OLYMPIC LANE","NON-POTW",-111.7447,40.048555,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRH00929","259 SUNSET HILLS","NON-POTW",-112.0609,40.6318,NA,NA,NA,NA,"N"
"UTRL00224","259 W 200 N","NON-POTW",-113.58861,37.11161,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00160","2595 SOUTH 3270 WEST","NON-POTW",-111.96922,40.71377,NA,NA,NA,NA,"N"
"UTRC02426","25TH, ADAM & 26TH STREET WATERLINE REPLACEMENT","NON-POTW",-111.9583,41.2267,NA,NA,NA,NA,"N"
"UTRL00113","260 SOUTH CENTRAL CAMPUS DRIVE","NON-POTW",-111.84478,40.76439,NA,NA,NA,NA,"N"
"UTRC00868","2645 EAST WASHINGTON DAM ROAD","NON-POTW",-113.46445,37.11661,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00231","2670 WATERFRONT DRIVE","NON-POTW",-113.528218,37.103864,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH03150","268 - WHITE PINE CANYON ROAD","NON-POTW",-111.46431,40.637463,NA,NA,NA,NA,"N"
"UTR374733","2683  KENZIE'S","NON-POTW",-113.66319,37.154105,NA,NA,NA,NA,"N"
"UTRH02963","269 WHITE PINE CANYON RD","NON-POTW",-111.55,40.6403,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRL00016","2696 BELLA SOL DRIVE","NON-POTW",-113.65412,37.133035,NA,NA,NA,NA,"N"
"UTRL00013","2696 BELLA SOL DRIVE","NON-POTW",-113.65412,37.133035,NA,NA,NA,NA,"N"
"UTRL00035","2697 BELLA SOL DRIVE","NON-POTW",-113.6616,37.1553,NA,NA,NA,NA,"N"
"UTRH80137","27 EDGEWATER CHALETS","NON-POTW",-111.8005,41.24877,"South Fork Ogden River-1","UT16020102-010_00","South Fork Ogden River and tributaries from Pineview Reservoir to Causey Reservoir","River/Stream","N"
"UTRH02092","270 N HILLSIDE ROAD","NON-POTW",-113.7043,37.3702,"Santa Clara-2","UT15010008-002_00","Santa Clara River and tributaries from Gunlock Reservoir to Baker Dam Reservoir (includes Magotsu Creek)","River/Stream","N"
"UTRL00163","270 W 500 S","NON-POTW",-111.658046,40.102422,NA,NA,NA,NA,"N"
"UTR396693","2700 WEST IMPROVEMENTS","NON-POTW",-111.95815,40.69659,NA,NA,NA,NA,"N"
"UTRL00009","2701 BELLA SOL DRIVE","NON-POTW",-113.6616,37.1544,NA,NA,NA,NA,"N"
"UTRL00085","2725 E RED HILLS DR","NON-POTW",-113.52759,37.126377,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00023","2758 BELLA SOL DRIVE","NON-POTW",-113.6616,37.1553,NA,NA,NA,NA,"N"
"UTRH01798","28 MAJESTIC SUNSET","NON-POTW",-113.48978,37.08881,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00030","2800 BELLA SOL DRIVE","NON-POTW",-113.6618,37.156,NA,NA,NA,NA,"N"
"UTRL00031","2800 BELLA SOL DRIVE","NON-POTW",-113.6618,37.156,NA,NA,NA,NA,"N"
"UTR374263","2800 WEST STORM DRAIN PROJECT","NON-POTW",-112.047873,41.168885,NA,NA,NA,NA,"N"
"UTRL00216","290 FITNESS WAY","NON-POTW",-113.685672,37.154397,NA,NA,NA,NA,"N"
"UTRL00107","2995 S RIVER ROAD","NON-POTW",-113.54655,37.05877,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH02800","3 FORT CREEK","NON-POTW",-111.5332,39.0277,"Salina Creek-2","UT16030003-006_00","Salina Creek and tributaries from USFS boundary to headwaters","River/Stream","N"
"UTR390689","3 JW RANCHES","NON-POTW",-111.28365,40.69845,"Beaver Creek-1","UT16020101-029_00","Beaver Creek and tributaries from confluence with Weber River to Kamas","River/Stream","N"
"UTRH02625","3 MCLAUGHLIN ESTATES","NON-POTW",-111.999176,41.325479,NA,NA,NA,NA,"N"
"UTRH01660","3 MORLEY","NON-POTW",-111.9614,40.5644,NA,NA,NA,NA,"N"
"UTRH86557","3 PEPPER WOOD DR","NON-POTW",-111.80779,40.54988,NA,NA,NA,NA,"N"
"UTNX00539","3-D ART, INC.","NON-POTW",-112.014643,40.664147,NA,NA,NA,NA,"N"
"UTR394657","3.0MG COMPOSITE ELEVATED STORAGE TANKS","NON-POTW",-112.03953,41.09599,NA,NA,NA,NA,"N"
"UTRH01620","30 CROWN POINT","NON-POTW",-113.61937,37.09682,NA,NA,NA,NA,"N"
"UTRC00048","300 NORTH - 2000 WEST TO 1000 WEST","NON-POTW",-112.0644,41.1181,NA,NA,NA,NA,"N"
"UTRL00176","300 NORTH MAIN STREET","NON-POTW",-111.65476,40.11375,"Dry Creek-2","UT16020202-036_00","Dry Creek and tributaries from Interstate 15 to headwaters","River/Stream","N"
"UTRC02455","300 WEST RECONSTRUCT","NON-POTW",-111.89972,40.72542,NA,NA,NA,NA,"N"
"UTR328311","300 WEST TOWNE CENTER","NON-POTW",-111.89967,40.74424,NA,NA,NA,NA,"N"
"UTR386295","300 WEST WATERLINE","NON-POTW",-111.393287,41.95197,"Bear Lake West","UT16010201-001_00","Bear Lake west side tributaries","River/Stream","N"
"UTR387205","300 WEST: US-89 TO BUTTERCUP BLVD, GARDEN CITY","NON-POTW",-111.393287,41.95197,"Bear Lake West","UT16010201-001_00","Bear Lake west side tributaries","River/Stream","N"
"UTRH01639","3018 E WAPITI CANYON","NON-POTW",-111.44862,40.7599,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRC01797","3025 SOUTH 1100 EAST","NON-POTW",-111.8575,40.7047,NA,NA,NA,NA,"N"
"UTRC02674","303 CLOVER RIDGE","NON-POTW",-111.9229,40.5413,NA,NA,NA,NA,"N"
"UTRH01374","304 N. 100 E. PLEASANT GROVE, UT. 84062","NON-POTW",-111.7383,40.3672,NA,NA,NA,NA,"N"
"UTRH02921","305 WHITE PINE CANYON ROAD","NON-POTW",-111.5529,40.642,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRL00154","3050 E. SR-9","NON-POTW",-113.1228,37.180537,"Virgin River-4","UT15010008-012_00","Virgin River and tributaries from North Creek confluence to Norh Fork Virgin River","River/Stream","N"
"UTRH00656","3069 E LAKEVIEW DR EAGLE MOUNTAIN UT","NON-POTW",-111.985,40.3778,NA,NA,NA,NA,"N"
"UTRH00543","307 PARK PLACE","NON-POTW",-111.9195,40.5498,NA,NA,NA,NA,"N"
"UTRH00731","308 RIVERTON MEADOWS","NON-POTW",-111.9696,40.5244,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRL00232","3090 SOUTH RIVER ROAD","NON-POTW",-113.552672,37.054948,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRL00211","3090 SOUTH RIVER ROAD","NON-POTW",-113.552672,37.054948,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH03184","31 CHAPARRAL RIDGE","NON-POTW",-113.5504,37.2933,NA,NA,NA,NA,"N"
"UTRC00148","3100 NORTH ROADWAY","NON-POTW",-111.8223,41.7876,"Hopkins Slough","UT16010202-003_00","Hopkins Slough from confluence with Bear River to headwaters","Slough","N"
"UTRC00813","3100 NORTH ROADWAY 1200 EAST TO 1600 EAST","NON-POTW",-111.79494,41.78761,"Hopkins Slough","UT16010202-003_00","Hopkins Slough from confluence with Bear River to headwaters","Slough","N"
"UTRH00994","311 WHITE PINE (MANIRE)","NON-POTW",-111.5538,40.6398,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRC01320","3110 BOULDER DRIVE, LAYTON, UTAH","NON-POTW",-111.9068,41.0889,"Kays Creek","UT16020102-031_00","Kays Creek and tributaries from Farmington Bay to USFS boundary","River/Stream","N"
"UTR390619","312 INVESTMENTS","NON-POTW",-111.58339,40.14973,"Hobble Creek-1","UT16020202-003_00","Hobble Creek from Utah Lake to confluence of Left Fork Hobble Creek and Right Fork Hobble Creek","River/Stream","N"
"UTRH00569","32 RIVER CROSSING","NON-POTW",-112.1021,41.281,NA,NA,NA,NA,"N"
"UTRH91319","320 ARRIVAL SUBDIVISION","NON-POTW",-112.01595,40.381344,NA,NA,NA,NA,"N"
"UTR373627","3200 WEST IMPROVEMENTS","NON-POTW",-111.96727,40.565968,NA,NA,NA,NA,"N"
"UTRH00188","3201 DEER MEADOW DR.","NON-POTW",-111.9022,40.30408,NA,NA,NA,NA,"N"
"UTRH01547","3213 E WASATCH OVERLOOK COURT","NON-POTW",-111.802,40.5701,NA,NA,NA,NA,"N"
"UTRH02090","3216 WEST VIEW TRAIL PARK CITY UT","NON-POTW",-111.4499,40.73538,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR398273","3230 CHASSIS DROP LOT","NON-POTW",-111.96824,40.733139,NA,NA,NA,NA,"N"
"UTRL00106","3270 W. 2424 S.","NON-POTW",-111.97055,40.717777,NA,NA,NA,NA,"N"
"UTRH02843","328 RESIDENTIAL","NON-POTW",-112.4509,40.599,NA,NA,NA,NA,"N"
"UTRH01858","33 HALCYON - TAYLOR","NON-POTW",-111.9461,40.571,NA,NA,NA,NA,"N"
"UTRH97765","33 STUART FARMS","NON-POTW",-112.030201,41.499075,"Bear River Lower-East","UT16010204-002_00","Bear River east side tributaries from Malad confluence south","River/Stream","N"
"UTRL00012","3300 S. 2000 E.","NON-POTW",-111.83409,40.69987,"Mill Creek2-SLCity","UT16020204-017_00","Mill Creek and tributaries from Interstate 15 to USFS Boundary","River/Stream","N"
"UTRL00080","3301 E DESERET DRIVE","NON-POTW",-113.515618,37.115576,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00079","3301 E DESERET DRIVE","NON-POTW",-113.515618,37.115576,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00007","3375 SANDY COVE DRIVE","NON-POTW",-113.6562,37.14546,NA,NA,NA,NA,"N"
"UTRC01463","3390 SOUTH WATERLINE REPLACEMENT","NON-POTW",-111.87256,40.68029,NA,NA,NA,NA,"N"
"UTRL00034","340 E 700 NORTH","NON-POTW",-111.703856,40.31006,NA,NA,NA,NA,"N"
"UTRL00073","3400 E AND CANYON RD","NON-POTW",-111.6019,40.0875,NA,NA,NA,NA,"N"
"UTRL00206","3491 S. MIDLAND DRIVE","NON-POTW",-112.036126,41.200706,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRL00198","35 E 300 S","NON-POTW",-111.65395,40.10586,NA,NA,NA,NA,"N"
"UTRH02685","35 HALCYON","NON-POTW",-112.0827,41.2361,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRL00049","350 N HIGHLAND PARKWAY","NON-POTW",-113.471785,37.136776,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00048","350 N HIGHLAND PARKWAY","NON-POTW",-113.471785,37.136776,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTG070874","350 S OAKWOOD DR","NON-POTW",-111.86047,41.72404,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTRL00215","350 SOUTH 600 WEST","NON-POTW",-111.850572,41.725874,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTG070813","3500 WEST KANESVILLE ELEMENTARY TO 1200 SOUTH","NON-POTW",-112.06389,41.22791,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRL00058","3535 SOUTH STATE STREET","NON-POTW",-111.88828,40.69387,NA,NA,NA,NA,"N"
"UTRH83559","3555 SUN RIDGE DRIVE","NON-POTW",-111.47688,40.65876,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRL00214","358 NORTH 200 EAST","NON-POTW",-111.651308,40.114478,"Dry Creek-2","UT16020202-036_00","Dry Creek and tributaries from Interstate 15 to headwaters","River/Stream","N"
"UTRL00022","3585 S KD JO LANE","NON-POTW",-113.495,37.08252,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01825","3588 S. SUNRISE DR., SARATOGA SPRINGS, UT 84045","NON-POTW",-111.8853,40.2969,NA,NA,NA,NA,"N"
"UTRH02972","3599 DAYBREAKER DRIVE","NON-POTW",-111.58107,40.76723,"East Canyon Creek-2","UT16020102-026_01","East Canyon Creek and tributaries from East Canyon Reservoir to headwaters, except Murnin Creek and Toll Canyon","River/Stream","N"
"UTRH00290","36 DUNES @ SANDHOLLOW","NON-POTW",-113.40956,37.11721,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01789","36"" CULINARY WATER LINE REPLACEMENT PROJECT","NON-POTW",-111.7827,40.3767,NA,NA,NA,NA,"N"
"UTRC00969","3600 WEST","NON-POTW",-111.977,40.6675,NA,NA,NA,NA,"N"
"UTRH01765","3608 SUNRISE DR. SARATOGA SPRINGS","NON-POTW",-111.88562,40.29658,NA,NA,NA,NA,"N"
"UTRL00071","3610 N DIGITAL DRIVE","NON-POTW",-111.8876,40.4329,NA,NA,NA,NA,"N"
"UTRL00174","363 E NORTH WATKINS CIRCLE","NON-POTW",-111.7715,40.467888,NA,NA,NA,NA,"N"
"UTRC02573","3650 S EXTENSION","NON-POTW",-113.4899,37.0831,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00011","3650 SOUTH WASHINGTON FIELDS ROAD","NON-POTW",-113.499705,37.087885,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR385849","3700 W REALIGNMENT","NON-POTW",-111.97944,40.774167,NA,NA,NA,NA,"N"
"UTRL00197","3711 S STATE STREET","NON-POTW",-111.88828,40.69077,NA,NA,NA,NA,"N"
"UTRH02006","3718 WAPITI CANYON ROAD, LOT 37 PIN","NON-POTW",-111.4509,40.7598,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTG071348","373 REDONDO REMODEL","NON-POTW",-111.88024,40.7263,NA,NA,NA,NA,"N"
"UTRL00242","375, 383, 394 SOUTH LOCUS AVE/ 90 E CENTER ST","NON-POTW",-111.729,40.3636,NA,NA,NA,NA,"N"
"UTRL00026","3753 KENZIES WAY","NON-POTW",-113.66268,37.15598,NA,NA,NA,NA,"N"
"UTRL00024","3753 KENZIES WAY","NON-POTW",-113.66268,37.15598,NA,NA,NA,NA,"N"
"UTR380445","3776 RISING STAR LN","NON-POTW",-111.46902,40.65568,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRL00241","38, 41, 43, 45, 51 EAST MAIN ST","NON-POTW",-111.65432,40.126621,"Dry Creek-1","UT16020202-035_00","Dry Creek and tributaries from Utah Lake (Provo Bay) to Interstate 15","River/Stream","N"
"UTR384655","380 WEST HOME","NON-POTW",-111.927274,40.66415,NA,NA,NA,NA,"N"
"UTRL00005","3836 S. GAMMA CIRCLE","NON-POTW",-112.08867,40.688351,NA,NA,NA,NA,"N"
"UTRH02876","39 CHAPARRAL RIDGE","NON-POTW",-113.6954,37.0902,NA,NA,NA,NA,"N"
"UTRH89415","39 EAGLE NEST CIRCLE","NON-POTW",-111.79833,41.70557,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTRC02277","3900 SOUTH OVERLAY","NON-POTW",-111.9207,40.6864,"Jordan River-4","UT16020204-004_00","Jordan River from 2100 South to the confluence with Little Cottonwood Creek","River/Stream","N"
"UTRL00006","3979 SANTA CLARA DR","NON-POTW",-113.66333,37.134174,NA,NA,NA,NA,"N"
"UTR269059","3FORM","NON-POTW",-111.950833,40.721389,NA,NA,NA,NA,"N"
"UTR395907","3KWTP","NON-POTW",-111.51635,40.65926,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRC00284","3KWTP & SR248 TRANSMISS MAIN","NON-POTW",-111.5067,40.6611,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTG071222","3KWTP OFFSITE UTILITIES","NON-POTW",-111.51635,40.65926,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRH91313","4 HI COUNTRY ESTATES","NON-POTW",-112.07605,40.50959,"Butterfield Creek","UT16020204-024_02","Butterfield Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR378753","4 INTERCHANGES ON BANGERTER HIGHWAY","NON-POTW",-111.97583,40.624444,NA,NA,NA,NA,"N"
"UTR379331","4 INTERCHANGES ON BANGERTER HWY","NON-POTW",-111.97877,40.552315,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR343361","400 E ROAD CONSTRUCTION","NON-POTW",-111.6033,40.17227,NA,NA,NA,NA,"N"
"UTRC02171","400 EAST/450 EAST WIDENING","NON-POTW",-111.96871,41.30716,NA,NA,NA,NA,"N"
"UTRC01356","400 ELEMENT APARTMENTS","NON-POTW",-111.659768,40.23909,NA,NA,NA,NA,"N"
"UTR393937","400 ELEMENT APARTMENTS","NON-POTW",-111.659768,40.23909,NA,NA,NA,NA,"N"
"UTRL00191","400 N. 800 E.","NON-POTW",-111.64064,40.11496,"Dry Creek-2","UT16020202-036_00","Dry Creek and tributaries from Interstate 15 to headwaters","River/Stream","N"
"UTRL00124","400 N. MAIN STREET","NON-POTW",-111.69569,40.30451,NA,NA,NA,NA,"N"
"UTRL00222","400 S. 200 WEST","NON-POTW",-113.68402,37.16084,NA,NA,NA,NA,"N"
"UTRH94113","4000 W LIFT STATION UPGRADE","NON-POTW",-111.97599,40.772248,NA,NA,NA,NA,"N"
"UTRC00857","4015 HAYFIELD CT, BLUFFDALE, UT 84065","NON-POTW",-111.9866,40.4937,"Rose Creek","UT16020204-029_00","Rose Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRH02182","403 WILLOW FLATS","NON-POTW",-112.0864,41.1367,NA,NA,NA,NA,"N"
"UTRH94589","404 THE BLUFF","NON-POTW",-112.0401,41.08917,NA,NA,NA,NA,"N"
"UTRH02682","404 WILLOW FLATS","NON-POTW",-112.0865,41.1365,NA,NA,NA,NA,"N"
"UTRH02552","405 PV","NON-POTW",-112.3095,40.555,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTRH02553","406 PV","NON-POTW",-112.3095,40.555,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTRH02536","407 PV","NON-POTW",-112.3095,40.555,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTRC02040","407 TOONE","NON-POTW",-111.804,41.7158,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTRH02538","408 PV","NON-POTW",-112.3095,40.555,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTRH88867","4080 S. DEMO","NON-POTW",-111.843725,40.683042,NA,NA,NA,NA,"N"
"UTR396901","409 THE BLUFF","NON-POTW",-112.16339,40.96355,"Farmington Bay","UT-L-16020310-004_00","Farmington Bay open water south of the Antelope Island Causeway and below 4208 feet, excluding transitional wetlands below 4208 feet and State Waterfowl Management Areas","Reservoir/Lake","N"
"UTRH89041","4090 S. DEMO","NON-POTW",-111.843648,40.682812,NA,NA,NA,NA,"N"
"UTRC00443","40TH STREET DETENTION POND PROJECT","NON-POTW",-111.96833,41.19114,"Weber Lower Tributaries-1-1","UT16020102-017_01","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTR381071","40TH STREET RECONSTRUCT","NON-POTW",-111.96279,41.190508,"Weber Lower Tributaries-1-1","UT16020102-017_01","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTR385573","40TH STREET RECONSTRUCT PHASE 2","NON-POTW",-111.96279,41.190508,"Weber Lower Tributaries-1-1","UT16020102-017_01","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTRH02897","41 CHAPARRAL RIDGE","NON-POTW",-113.4989,37.1247,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00173","4100 S. WASHINGTON FIELDS ROAD","NON-POTW",-113.499694,37.087419,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01739","4100 SOUTH SECONDARY WATERLINE","NON-POTW",-112.0849,40.6866,NA,NA,NA,NA,"N"
"UTRH81131","4100 SOUTH STORM DRAIN","NON-POTW",-111.99444,40.681944,NA,NA,NA,NA,"N"
"UTRL00210","4118 LITTLE COTTONWOOD ROAD","NON-POTW",-111.78078,40.57261,"Little Cottonwood Creek-2","UT16020204-022_00","Little Cottonwood Creek and tributaries from Metropolitan WTP to headwaters","River/Stream","N"
"UTRH00122","4146 N MORNING VIEW WAY LEHI UTAH 84043","NON-POTW",-111.87693,40.43865,NA,NA,NA,NA,"N"
"UTRL00053","415 S DIXIE DRIVE","NON-POTW",-113.62201,37.10028,NA,NA,NA,NA,"N"
"UTRH02554","417 PV","NON-POTW",-112.3095,40.555,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTRL00193","4175 S. 3500 W.","NON-POTW",-112.064317,41.188192,NA,NA,NA,NA,"N"
