"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
566,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395112114014501","(C-11-19)19cad-S1 Spring Creek Spring","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,39.8533333,-114.0291944,NA,NA,16020306,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6335,"feet",20,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
567,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395144113584901","(C-11-19)22bbb-","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,39.862125,-113.9802778,NA,NA,16020306,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6617,"feet",20,"feet","Interpolated from topographic map.","NAVD88","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
568,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395245113592501","Sams Creek near Goshute, Utah","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,39.87925,-113.9901694,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
569,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395247113490901","(C-11-18)12dcb-S1","Spring",NA,"ACCEPT",NA,"USGS-395247113490901",1,1,1,0,39.8796621,-113.8199945,39.8796621,-113.8199945,16020306,NA,NA,NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",6260,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,23,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
570,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395540113584901","Deep Creek below diversion","Stream",NA,"ACCEPT",NA,"USGS-395540113584901",1,1,1,0,39.9276694,-113.9801694,39.9276694,-113.9801694,16020306,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5760,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
571,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395820113551001","(C-10-18) 7bdc-S1","Spring",NA,"ACCEPT",NA,"USGS-395820113551001",1,1,1,0,39.9721607,-113.9202773,39.9721607,-113.9202773,16020306,NA,NA,NA,NA,NA,10,"seconds","Interpolated from MAP.","WGS84",7100,"feet",50,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
572,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395832111413101","(D-10- 2) 3daa-S1","Spring",NA,"ACCEPT",NA,"USGS-395832111413101",1,1,1,0,39.9755108,-111.6927045,39.9755108,-111.6927045,16020202,NA,NA,NA,NA,24000,NA,"Unknown","Interpolated from MAP.","WGS84",5520,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,"Basin and Range carbonate-rock aquifers",NA,"Unconfined single aquifer",NA,NA,NA,NA,NA,"AUTO"
573,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-395921113592901","(C-10-19) 4acb-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,39.9891694,-113.9914194,NA,NA,16020306,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5440,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,"Basin and Range basin-fill aquifers",NA,NA,NA,NA,NA,NA,NA,"AUTO"
574,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400030113571001","(C- 9-19)26dbc-S1","Spring",NA,"ACCEPT",NA,"USGS-400030113571001",1,1,1,0,40.0082712,-113.9536124,40.0082712,-113.9536124,16020306,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5570,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
575,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400151113593701","East Deep Creek at Pony Express Road","Stream",NA,"ACCEPT",NA,"USGS-400151113593701",1,1,1,0,40.03085,-113.9935,40.03085,-113.9935,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
576,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400152113594401","West Deep Creek at Pony Express Road","Stream",NA,"ACCEPT",NA,"USGS-400152113594401",1,1,1,0,40.03115,-113.99565,40.03115,-113.99565,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
577,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400329113591301","Deep Creek at Ibapah Trading Post","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.0580611,-113.9870806,NA,NA,16020306,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5220,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
578,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400335113561201","(C- 9-19)12bdd-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.0596594,-113.9375013,NA,NA,16020306,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5470,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
579,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400402113562001","(C- 9-19) 1cdc-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.0671593,-113.9397237,NA,NA,16020306,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5490,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
580,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400756113501002","OVP-WS-02","Stream: Ditch",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.1323333,-113.836111,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
581,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400756113501101","OVP-WS-01","Stream: Ditch",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.1323056,-113.8363889,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
582,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400806110133200","ANTELOPE C AB IRR NR BRIDGELAND, UT","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.1349598,-110.2262646,NA,NA,14060003,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
583,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400845113505801","(C- 8-18)11bcc-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.1460475,-113.8516659,NA,NA,16020306,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5835,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
584,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400926110241800","INDIAN CREEK @ MOUTH @ DUCHESNE, UTAH","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,2,40.1571804,-110.4057107,NA,NA,14060004,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
585,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400941113594701","DEEP CREEK NEAR WHITE SAGE FLATS ROAD","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.1613389,-113.9964694,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5120,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
586,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400943110140001","DUCHESNE RIVER AT BRIDGELAND, UT","Stream",NA,"ACCEPT",NA,"USGS-400943110140001",1,1,1,0,40.1620556,-110.2332778,40.1620556,-110.2332778,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5266,"feet",10,"feet","Global Positioning System.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
587,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-400955113502401","(C- 8-18) 2abb-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.165214,-113.8408324,NA,NA,16020306,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5400,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
588,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401016110181100","DUCHESNE R AB DUCHESNE FEED CA NR BRIDGELAND, UT","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.1710697,-110.3037656,NA,NA,14060003,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
589,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401327111462601","UTAH LAKE HAB STUDY SITE 3","Lake, Reservoir, Impoundment",NA,"ACCEPT",NA,"USGS-401327111462601",1,1,1,0,40.2241194,-111.7739389,40.2241194,-111.7739389,16020201,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4492,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
590,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401430109513000","DRY GULCH AT HWY 188 NR FT DUCHESNE, UTAH","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.2416273,-109.859034,NA,NA,14060003,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
591,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401432111454301","UTAH LAKE HAB STUDY SITE 4","Lake, Reservoir, Impoundment",NA,"ACCEPT",NA,"USGS-401432111454301",1,1,1,0,40.2423111,-111.761811,40.2423111,-111.761811,16020201,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4492,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
592,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401613111463301","UTAH LAKE HAB STUDY SITE 1","Lake, Reservoir, Impoundment",NA,"ACCEPT",NA,"USGS-401613111463301",1,1,1,0,40.2703194,-111.7758806,40.2703194,-111.7758806,16020201,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4494,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
593,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401658111491601","UTAH LAKE HAB STUDY SITE 2","Lake, Reservoir, Impoundment",NA,"ACCEPT",NA,"USGS-401658111491601",1,1,1,0,40.2827,-111.8212,40.2827,-111.8212,16020201,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4494,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
594,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401756110292801","ROCK CR AT BEND NR DUCHESNE R","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.29885,-110.4910694,NA,NA,14060003,NA,NA,NA,NA,NA,0.01,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6060,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
595,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401844113555601","DEEP CREEK BELOW RESERVOIR NEAR BLUE LAKES ROAD","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.3122194,-113.932061,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4500,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
596,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-401944111375301","(D- 6- 3) 6add-S1","Spring",NA,"ACCEPT",NA,"USGS-401944111375301",1,1,1,0,40.3272222,-111.6427778,40.3272222,-111.6427778,16020203,NA,NA,NA,NA,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5000,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,"Basin and Range carbonate-rock aquifers",NA,"Unconfined single aquifer",NA,NA,NA,NA,NA,"AUTO"
597,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402050112330201","(C- 5- 6)32bba-S1","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.3462778,-112.5509722,NA,NA,16020304,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5900,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
598,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402112110424701","DUCHESNE RIVER @ TABIONA, UTAH","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.353283,-110.7137717,NA,NA,14060003,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
599,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402117110450601","U(C- 1- 8)35abd-S1 TABBY MTN SPNG N SPNGBX TABIONA","Spring",NA,"ACCEPT",NA,"USGS-402117110450601",1,1,1,0,40.3546944,-110.7515556,40.3546944,-110.7515556,14060003,NA,NA,NA,NA,NA,0.01,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7660,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,"Colorado Plateaus aquifers",NA,"Mixed (confined and unconfined) multiple aquifers",NA,NA,NA,NA,NA,"AUTO"
600,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402615111423901","HANSEN CAVE SPRING, TIMPANOGOS NM, UT","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,4,40.4375,-111.7108333,NA,NA,16020201,NA,NA,NA,NA,NA,0.5,"seconds","Interpolated from MAP.","WGS84",6903,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
601,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402617111423801","MIDDLE CAVE LAKE AT BRG, TIMPANOGOS CAVE NM, UT","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,4,40.4380556,-111.7105556,NA,NA,16020201,NA,NA,NA,NA,NA,0.5,"seconds","Interpolated from MAP.","WGS84",6843,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
602,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402634111082501","W FK DUCHESNE R AT HEADWATER","Stream",NA,"ACCEPT",NA,"USGS-402634111082501",1,1,1,0,40.4427778,-111.1402778,40.4427778,-111.1402778,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",8860,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
603,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402643111012601","U(B- 1-10)33abb-S1","Spring",NA,"ACCEPT",NA,"USGS-402643111012601",1,1,1,0,40.4453056,-111.0238056,40.4453056,-111.0238056,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7980,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
604,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402644111013701","WEST FORK DUCHESNE RIVER AT 1.9 MILES (WFORK 1.9)","Stream",NA,"ACCEPT",NA,"USGS-402644111013701",1,1,1,0,40.4456111,-111.0268889,40.4456111,-111.0268889,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7960,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
605,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402645110491301","U(B- 1- 8)32bab-S1","Spring",NA,"ACCEPT",NA,"USGS-402645110491301",1,1,1,0,40.44575,-110.8202778,40.44575,-110.8202778,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
606,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402652111035101","WEST FORK DUCHESNE RIVER AT 0.0 MILES (WFORK 0.0)","Stream",NA,"ACCEPT",NA,"USGS-402652111035101",1,1,1,0,40.4476944,-111.0641667,40.4476944,-111.0641667,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",8180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
607,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402653111021801","U(B- 1-10)29ddb-S1","Spring",NA,"ACCEPT",NA,"USGS-402653111021801",1,1,1,0,40.448,-111.0383889,40.448,-111.0383889,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",8000,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
608,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402656111040401","W FORK DUCHESNE R NR CATTLE CABIN","Stream",NA,"ACCEPT",NA,"USGS-402656111040401",1,1,1,0,40.4488889,-111.0677778,40.4488889,-111.0677778,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",8220,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
609,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402657110583401","W FORK DUCHESNE R NR DRY HOLLOW","Stream",NA,"ACCEPT",NA,"USGS-402657110583401",1,1,1,0,40.4491667,-110.9761111,40.4491667,-110.9761111,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7620,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
610,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402658110494501","U(B- 1- 8)30dad-S1 WARM SPNGS N SPNGBX NR POND","Spring",NA,"ACCEPT",NA,"USGS-402658110494501",1,1,1,0,40.4494444,-110.8291667,40.4494444,-110.8291667,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7380,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,"Colorado Plateaus aquifers",NA,"Mixed (confined and unconfined) multiple aquifers",NA,NA,NA,NA,NA,"AUTO"
611,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402701111010401","WEST FORK DUCHESNE RIVER AT 2.5 MILES (WFORK 2.5)","Stream",NA,"ACCEPT",NA,"USGS-402701111010401",1,1,1,0,40.4502778,-111.01775,40.4502778,-111.01775,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7880,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
612,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402713110513301","U(B- 1- 9)25cdb- 1 W.F Duchesne R blw Wolf Cr","Stream",NA,"ACCEPT",NA,"USGS-402713110513301",1,1,1,0,40.4535,-110.85925,40.4535,-110.85925,14060003,NA,NA,NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7100,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
613,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402743110553801","U(B- 1- 9)20dcd-S1","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.462,-110.9272778,NA,NA,14060003,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7780,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
614,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402744110500001","W F DUCHESNE R ABV N FORK DUCHESNE R CONFL","Stream",NA,"REVIEW","Manual review required","REVIEW",1,2,2,2,40.4622222,-110.8333333,NA,NA,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6980,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
615,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402744110553501","U(B- 1- 9)20dca-S1 SPNG HDWTR W FORK DUCHESNE  RIV","Spring",NA,"REVIEW","Manual review required","REVIEW",1,2,1,1,40.4622222,-110.9263889,NA,NA,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7740,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,"Colorado Plateaus aquifers",NA,"Mixed (confined and unconfined) multiple aquifers",NA,NA,NA,NA,NA,"AUTO"
616,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402746110500001","N FORK DUCHESNE R ABV W FORK DUCHESNE R CONFL","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,2,40.4627778,-110.8333333,NA,NA,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6980,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
617,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402800110225301","LAKE FK CR UPSTREAM NR ESCARPMENT","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.4666389,-110.38145,NA,NA,14060003,NA,NA,NA,NA,NA,0.01,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7140,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
618,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402815114012901","(C- 4-19)20abb-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.4707658,-114.025564,NA,NA,16020306,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",4275,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
